18854	9	63725
28624	24	73406
12612	36	22013
25837	10	65545
17116	24	76323
42413	24	73559
20584	24	81165
32536	3	7088
33679	15	23212
25176	28	92339
455	29	93746
47687	27	92178
575	7	60838
45431	4	46496
30110	24	86875
60898	27	92178
19855	22	70877
12310	15	45966
54279	10	65526
19984	28	92336
14153	1	14154
21618	27	92178
39344	3	35096
18202	28	92336
33137	3	27709
3628	7	23384
7437	25	51322
54656	7	20630
23001	23	71418
23694	7	35074
25483	3	36533
25675	28	92336
57779	7	48757
33384	24	82417
12036	29	69702
54612	7	26712
17173	1	17174
48105	24	78823
11756	30	69512
27878	24	74567
56844	32	63414
31594	27	92178
13993	25	17935
56527	7	36366
29552	10	65693
32156	15	44706
6515	5	53134
66169	10	65530
29261	24	80265
230	7	49832
50988	27	92178
60548	27	92178
51407	22	70859
29176	9	63717
25456	25	25455
63564	8	10155
36852	3	32034
61115	22	70832
31979	15	35955
10625	7	21138
31664	7	19149
29041	1	17809
15798	1	15799
6582	25	31503
12873	7	21862
16790	25	28593
9465	7	59141
60141	7	32523
23206	10	65609
65386	28	92345
980	25	27525
96522	36	27688
21466	10	65556
1913	7	48206
38257	3	32156
31296	4	46496
65381	28	92337
15671	1	14660
7967	29	54257
64223	27	92178
64025	27	92178
36397	15	21234
29930	3	32339
92	35	106319
56390	7	51533
32379	29	92893
4491	15	68899
28836	28	92340
43176	15	43175
1373	7	15214
49048	27	92180
53476	7	28147
49084	10	65583
14816	22	70812
45718	3	9400
69611	18	31924
29847	3	36024
25825	4	46525
64024	28	92336
15825	4	46508
4101	5	52673
47103	10	65674
2948	33	66593
11165	7	47382
60224	7	51215
29030	27	92178
8411	36	24919
14168	24	72695
29024	23	71469
12616	7	26947
36937	3	32902
51391	4	46496
11260	15	20728
3017	32	63449
37858	3	7897
46639	24	76541
2015	29	93441
6407	0	6408
45650	19	31199
54385	27	31875
53974	20	53941
64032	22	70815
60385	7	44755
36377	3	22023
28300	10	65516
12567	15	67042
2385	15	34157
1816	26	92136
35548	15	21690
32542	15	54454
15632	6	36513
38594	15	38593
13068	29	93404
8499	7	42891
36941	4	46496
9173	25	21672
15582	10	65583
64087	9	63783
19799	4	46515
48933	24	89855
6242	7	23717
49229	24	77127
58001	35	66602
12622	36	25516
19326	28	92346
6513	15	35187
58452	24	72967
43954	22	70810
14503	36	59886
33701	15	33700
17853	7	55841
8016	36	107608
20780	6	26539
63464	8	9633
25078	4	46505
25946	25	26246
1549	15	37786
1353	7	24454
3432	30	9162
13068	0	13069
23019	24	79743
46772	28	92339
58383	27	31862
47528	28	92336
64487	9	63717
22323	22	70925
54060	27	92178
9482	7	58161
13978	1	4944
25916	9	63730
48273	4	46496
15073	6	39185
38698	24	90516
39407	28	92337
48	16	69089
30326	24	91435
9335	29	93190
1650	36	37013
30462	27	31862
60845	9	63717
51817	22	70901
43404	27	92178
13880	25	13879
11692	7	14710
19975	3	41169
48105	27	92178
19144	25	47196
51718	9	63717
20589	24	87875
18747	1	18748
9089	7	49759
11599	36	30113
1768	33	66732
26404	10	65553
49785	24	75152
3136	7	26081
25545	10	65525
49865	28	92335
49269	6	48077
55355	7	21841
48876	28	92336
23444	10	66075
46915	22	70908
30276	24	78408
5215	36	34696
9160	25	26340
68313	15	14345
16979	27	31886
19746	10	65554
2371	7	24492
46077	3	32401
34292	24	91056
14101	3	33813
28662	1	4934
59314	7	48693
15098	25	24679
38230	10	65513
11225	7	51289
32527	3	2446
18396	10	65539
51557	22	70806
26029	27	92180
1748	7	59019
11325	15	42891
21852	1	17190
821	0	822
29671	9	63717
5211	20	53356
63955	28	92342
63509	8	8046
1325	7	29726
51392	4	46505
3428	7	13720
49215	28	92337
45483	3	32447
46464	15	30425
7372	5	52278
24540	28	92337
18387	22	70819
8710	0	8711
34509	3	32601
2878	25	18489
46860	4	46496
14785	15	34868
22413	10	65774
30157	1	12820
51041	34	103871
45761	10	65598
47535	4	46500
15932	25	29611
294	0	295
41953	3	41954
48903	4	46496
17760	25	20326
21879	3	37090
17422	24	77088
13813	24	73993
25862	10	65521
17804	9	63717
11441	7	26987
7075	15	68438
35113	15	68293
29298	3	36556
5673	35	66799
4979	5	53329
46815	28	92337
20090	27	92178
57488	9	63736
21487	3	38313
30073	24	77033
16060	35	66664
10299	36	107133
23477	1	21417
17103	10	65581
1712	25	17669
48901	4	46496
95081	31	5713
41495	24	86653
4853	36	19921
54492	27	92178
5294	7	61698
40181	3	13039
10077	20	69902
31199	10	65514
18559	24	88849
21197	36	47192
45221	4	46496
10431	5	53444
2252	35	106278
56296	7	14412
31030	1	10314
9410	7	29615
19481	28	92343
1559	0	1560
98211	36	30951
196	32	63658
27434	24	73151
19418	1	15756
63852	28	92342
98715	36	49115
38164	15	39407
34240	36	36958
12929	36	23976
868	7	62695
3671	25	22851
36703	3	12956
64112	27	92178
29587	1	29588
98818	36	65670
50366	24	74474
18418	15	18417
38134	3	32856
46968	19	38087
5115	32	63477
37891	3	11658
51044	28	92342
99947	36	42727
2292	7	38094
1488	2	31908
26253	22	70833
12929	25	31045
43053	3	4948
29780	28	92336
43068	15	24791
16408	25	18509
14254	25	31723
3029	32	63448
33333	24	85227
7913	15	67306
26349	28	92336
6117	36	40846
29256	23	71606
10685	15	67147
42141	3	40155
6039	15	40555
24811	10	65763
55994	23	71480
3899	0	3900
51800	10	65532
27041	27	31862
4465	7	57808
94087	31	10711
3078	0	3079
12999	7	56586
27025	24	76677
2970	35	66592
7202	7	28065
4491	25	23066
4103	25	25630
29761	27	92180
20439	36	20438
93392	31	11425
18204	36	47919
33049	15	37064
23945	23	71424
19065	1	11147
31533	25	31532
48897	27	92178
42184	10	65514
55195	20	69926
34137	15	24428
71121	22	70832
27269	24	73495
617	15	36334
19788	10	65622
64318	27	31886
93068	31	10632
35425	3	24170
22924	22	70845
5426	25	18759
70948	27	31875
3519	7	26708
12108	15	32635
5972	7	51139
48295	10	65515
49427	22	70806
32496	10	65509
49778	27	31862
4973	32	63422
2085	0	2086
15643	25	30364
45189	3	5509
52014	7	56662
25655	10	65562
26775	22	70807
24238	28	92341
5288	0	5289
63421	8	1989
232	0	233
32525	3	32526
16659	25	24810
2695	7	62530
17623	25	31835
37353	10	65543
16408	25	23764
8390	7	51431
3011	25	23575
20707	7	28769
63457	8	8509
60245	28	92335
32542	15	39833
32881	7	55703
8763	35	106547
29191	24	84697
25364	24	83705
18974	4	46713
41095	4	46496
40048	15	40047
69427	18	2914
49108	22	70903
17843	28	92336
65402	28	92337
30274	9	63751
28454	1	17542
64373	9	63717
14904	1	13693
14380	4	46525
18095	9	63717
64585	28	92345
22830	28	92335
23902	1	23903
36472	15	26735
17879	24	73029
61473	7	30968
59413	7	50938
74880	24	74881
22801	4	46525
39717	3	15450
8810	0	8811
52683	7	21327
32253	15	26780
29603	22	70848
14572	25	17421
55146	7	22725
25632	10	65581
31652	1	21612
15586	3	1631
9203	35	107012
2631	25	27097
102173	36	47495
65052	9	63717
24683	24	86127
41856	3	41857
25838	25	37186
17866	1	17867
94907	31	7489
13070	0	13071
62278	7	50937
13635	10	65559
1752	7	61311
29767	28	92344
11447	25	24043
41665	3	821
5970	7	20449
31388	1	18695
3695	7	34694
64370	27	31886
40905	3	32437
64244	27	31875
62714	27	92178
64521	9	63717
32758	15	22052
25425	28	92336
13953	28	92345
12693	15	39488
6250	0	6251
32058	15	41810
63432	8	13055
20574	27	92178
8647	25	18880
10566	20	70385
46509	4	46505
8312	0	8313
4335	0	4336
5643	15	41700
55669	27	92178
23295	1	14842
24504	4	46527
25977	24	86385
39221	15	24630
8537	7	51202
69276	18	7666
13917	10	65559
15935	24	80053
12567	15	68708
5557	15	67828
25569	24	78520
32517	3	31880
54283	6	22885
66000	10	65508
61658	7	25116
63762	27	92178
59730	7	62357
17983	28	92340
28415	1	15207
21684	3	34682
26950	28	92337
30412	15	46172
2868	20	70239
14477	25	14476
2832	7	60573
51480	10	65532
1913	0	1914
49148	24	81462
54045	28	92347
55619	24	83486
34816	22	70821
56064	7	26589
97346	36	65645
48664	22	70845
1903	25	18345
19949	24	83061
50965	4	46496
17176	25	17175
31774	1	21095
20941	24	73292
27405	3	27406
22474	9	63717
27983	1	14388
42326	15	42325
55187	7	48632
46978	9	63717
31912	29	93076
25086	3	42241
18587	10	65539
19401	1	13974
57308	27	92178
50216	9	63717
15688	28	92337
22610	1	7302
46361	3	31912
13417	25	13416
15392	25	31613
93425	31	2581
32437	15	36423
14154	25	16923
63819	28	92336
5503	0	5504
56914	7	16473
22730	10	65511
4278	30	69485
56725	7	33785
33193	15	17632
30995	4	46496
290	29	93824
63480	8	9148
8373	5	52177
29558	9	63751
1935	29	94866
64290	22	70841
31868	7	56561
4909	0	4910
27775	4	46515
38638	15	38637
26218	24	78317
10237	36	30721
14936	25	31282
30354	1	12724
29257	1	19420
60319	28	92337
27086	27	31862
94458	31	11625
10129	7	43467
12292	0	12293
32493	15	41161
46068	3	31869
18329	4	46496
36388	3	8529
50999	10	65574
15152	10	65543
34868	3	14785
18422	6	21150
31663	23	71426
58614	7	20797
44601	3	2683
50472	28	92337
21923	27	92178
39852	7	60905
44193	4	46496
20314	9	63717
63726	22	70822
5319	0	5320
47376	4	46505
1888	5	53976
50170	4	46496
63418	8	26541
6941	29	94058
805	25	30653
12929	15	14770
10221	25	27125
11520	15	14838
49326	24	76400
21421	24	86861
9565	7	14985
13657	15	13656
13957	33	66674
63436	8	4685
31895	15	16501
18854	3	10123
63819	9	63717
59536	9	63717
9373	7	18644
61141	7	49202
26652	2	31861
31867	2	31861
7718	15	31344
24514	9	63717
25727	1	22508
13976	36	25968
48831	22	70899
2188	25	22861
3784	0	3785
8848	0	8849
1008	7	18757
32066	15	26476
9333	7	37856
65500	28	92347
1852	35	68986
228	7	46905
1164	35	66604
5394	29	93412
7013	22	70823
57080	7	24960
30448	3	44038
50949	10	65587
25426	24	78992
5823	32	63428
66475	28	92345
13366	25	29233
3564	36	67352
43917	10	65680
17075	1	3893
9305	27	92180
98818	36	64789
4230	0	4231
6927	15	36254
13185	7	22832
22858	15	23221
54922	20	70459
61087	28	92336
20298	1	18457
19099	4	46496
17816	25	29646
32542	12	66592
17403	31	42020
39057	3	9754
41877	9	36653
27180	24	80766
1351	0	1352
36332	3	3630
19820	4	46496
17778	25	17777
41023	3	32022
26055	22	70846
49520	28	92339
35601	3	32648
35637	3	28306
14562	28	92337
10286	35	105987
29577	24	86985
29489	4	46527
19722	25	20051
57798	27	92178
14834	9	63717
37110	3	37111
28005	4	46496
62714	10	65543
1072	32	63432
24445	27	31862
31474	3	41577
7487	7	51097
17982	25	17981
146	7	31197
18884	27	92180
49589	28	92339
51009	28	92339
59337	7	59338
40127	4	46496
43568	3	12956
29962	24	75212
28808	25	31193
8341	15	27346
6818	7	61798
2656	7	16078
98354	36	31513
43926	28	92336
17007	22	70913
3234	25	34264
40904	3	32601
17353	24	91034
55377	7	15175
42151	24	86542
62714	9	63717
23032	28	92333
97404	36	13771
62470	7	14192
33404	9	63717
53739	7	57154
64689	28	92340
1036	7	48768
41639	7	41638
42734	3	32682
9581	7	62391
864	7	63354
47154	28	92345
1738	12	66675
9502	7	49946
24664	24	73461
381	0	382
50470	9	63717
40950	3	36105
59207	27	92178
19762	3	11728
15962	4	46496
28855	3	15609
413	36	22350
9271	25	20455
24115	27	92180
64731	28	92332
1241	7	51944
29654	28	92336
41488	27	92178
35978	15	25185
6863	36	107428
50087	4	46496
25232	25	50067
16867	24	75548
29960	1	14597
37045	3	12635
19226	28	92336
19909	23	71409
30780	22	70885
16107	24	80412
41946	28	92338
55310	7	15391
50614	22	70838
3424	15	29905
71291	22	70836
7528	25	43304
8569	32	63436
7766	25	34972
16945	27	31863
94252	31	4136
14138	25	32875
17417	22	70861
27529	32	63489
34385	3	9261
9655	35	68998
31286	4	46505
21224	24	90452
64234	9	63717
8050	15	44192
42214	3	32026
2744	7	58704
71158	27	31886
64807	27	66618
27538	25	27537
48649	4	46496
27767	1	17646
100276	36	107568
28531	24	76944
11210	20	55510
11067	7	56120
30322	1	9927
19281	28	92343
38009	3	7416
11365	7	21613
5014	25	34768
26888	1	17027
29542	27	92178
7988	7	18181
737	34	105702
21843	22	70807
53159	7	15283
5847	7	27451
9868	36	107078
47596	4	36653
28302	4	46525
29093	28	92345
22952	27	92178
45689	3	2721
27252	24	86693
33734	36	107993
8791	0	8792
13317	7	54809
33373	3	32382
25007	3	3422
23693	1	23694
3319	34	103955
65786	27	31875
7001	7	56116
51849	10	65574
19222	24	91691
19819	22	70879
19463	1	5426
54519	7	35379
9821	7	49713
5911	7	45847
3493	29	93370
12132	15	34187
23254	25	23253
18238	1	14891
35776	15	17264
3628	7	27228
270	15	31389
7461	36	107185
12214	7	31746
26793	27	92178
11423	7	30581
6732	7	26688
61557	9	63717
38007	7	55114
33549	15	23180
50823	9	63717
46429	3	4759
54675	7	40610
47077	10	65682
28108	4	46496
759	0	760
8129	25	43925
31916	15	43093
40136	5	53310
12431	36	39993
99527	36	56782
51058	28	92337
102845	36	16595
27785	19	14408
31360	10	65580
50676	4	46496
224	0	225
45838	24	77521
595	0	596
3313	35	66681
32053	24	91593
30269	10	65514
22265	27	92178
27249	24	89046
1347	0	1348
8733	36	49134
1215	34	105592
50869	23	71809
15471	24	76429
605	21	70627
46858	27	92193
63228	7	46896
51358	4	46496
29152	10	65608
19756	9	63717
21224	10	65773
54557	7	24013
14299	25	30261
24467	27	92178
94137	31	11053
20964	4	46506
27354	24	87772
41861	3	32118
38528	3	8639
8887	7	49797
21583	1	21584
21778	10	65609
13465	25	16666
37440	15	21000
32090	15	39896
30798	27	92178
21566	24	76888
16443	25	31584
44795	3	39330
61951	10	65516
62821	28	92336
58222	7	47984
18103	10	65650
33556	15	67687
22567	28	92341
3544	5	10021
26721	27	92178
59520	28	92345
61945	27	92180
10477	7	38270
16712	27	92178
30169	10	65682
14060	3	32969
46854	22	70871
30755	24	83640
8511	0	8512
27741	1	19395
95522	31	8265
24064	25	24711
61883	28	92338
25931	19	40957
21966	22	70870
38864	3	5477
6927	15	37147
12633	33	92250
3393	0	3394
13811	1	13812
44074	3	12781
1858	25	24625
94820	31	11425
28577	4	46496
33808	15	38189
63743	28	92334
18996	24	77639
47750	4	46744
11592	7	28619
50249	28	92342
39159	3	12635
10697	36	49195
8020	7	48420
20936	10	65528
2773	7	29053
6087	36	45650
7674	35	66678
58361	7	28486
63877	22	70849
18097	4	46613
12935	7	62878
64186	27	31862
29882	1	14442
11520	33	103043
31259	27	31862
1107	33	68964
5396	19	69756
33397	7	27161
19221	4	46496
92319	28	92339
10340	25	17311
29134	25	29133
27183	24	83319
13461	15	46146
16241	25	28217
63470	8	34425
16385	27	92233
30294	15	30293
11984	0	11985
17145	3	34638
91937	25	49608
24146	22	70879
58108	23	71442
28735	3	18834
24400	1	14645
62167	7	25968
7572	7	17388
50256	28	92342
49601	10	65541
48173	4	46496
4794	0	4795
34482	24	75266
26901	4	46496
7268	6	53995
51996	7	37267
54390	22	70839
63143	7	24809
20761	22	70873
27569	10	65559
26780	28	92336
62701	22	70871
26113	10	65525
15934	25	21214
43094	19	14454
15872	7	16856
669	7	17638
6851	7	47503
17300	4	46496
31121	24	81664
35147	24	80692
14495	25	14494
19849	25	19848
50923	10	65543
7015	7	38059
57541	10	65577
24126	28	92334
274	0	275
31360	27	92178
64276	9	63717
54061	6	35778
48668	24	72517
17955	27	92178
57376	7	56770
9355	15	68160
17477	1	12913
26983	28	92340
36089	3	34224
5249	5	11715
22402	19	30934
1241	7	22808
4134	7	62273
14960	1	3998
28478	3	38483
39609	9	63717
21791	1	21792
27858	1	13427
27688	24	89163
25750	28	92337
35547	3	12245
30930	1	21906
8495	7	48200
58734	7	24508
2888	7	55142
3011	25	20729
8494	0	243
21861	1	10929
20895	3	3568
63432	8	1072
45241	15	45240
54112	28	92334
23877	3	32163
36700	28	92336
48680	27	92178
52144	7	56326
1599	7	24235
54115	27	92178
35045	28	92342
19775	3	1840
48332	6	54470
15314	1	15315
12561	36	58319
40123	3	7897
47181	28	92341
17560	24	84089
59520	22	70810
34766	23	71418
4315	25	20909
29038	28	92336
14960	22	70820
64109	28	92332
32731	28	92336
64037	9	63728
64847	28	92342
3315	5	52288
4975	7	31452
54614	7	30751
51511	4	46593
7854	0	7855
49018	23	71468
5065	0	5066
50642	24	81674
16919	9	63717
14649	1	14650
40975	10	65591
19525	36	32766
14055	25	14054
19375	1	9976
31182	3	2522
3578	15	45648
1734	34	104004
60886	10	65532
15632	24	77119
13833	4	46496
18111	25	27867
2116	7	34533
4589	35	69017
54780	7	57425
35124	3	7347
6721	25	50124
35714	15	35713
64265	28	92341
12635	15	39522
42771	30	8630
32332	7	55010
62776	7	27943
15480	25	25318
26489	10	65533
37513	5	53455
14415	25	24010
24686	36	24685
11425	25	16942
55342	28	92345
60292	7	25171
35040	24	80336
98338	36	27230
22681	28	92333
11490	25	18013
97222	36	14532
46598	10	65583
18099	25	22524
46907	27	92178
63903	27	92178
1369	36	26496
14247	1	6179
41961	3	9613
1241	7	41680
7666	30	69460
10441	25	28137
15643	15	36145
22930	1	21805
31043	6	19416
8014	29	94903
60591	7	55190
29129	24	81941
13917	28	92336
10299	36	107176
5843	7	25473
12956	15	32205
62175	7	47633
55341	7	26966
12795	0	12796
14577	7	33384
45650	22	70815
22051	24	76161
92211	28	92335
2417	7	62815
65751	10	65600
63807	9	63717
41472	28	92344
65417	9	63717
29087	1	29088
13781	1	11907
35300	3	9323
15538	9	63717
21173	23	71454
17768	1	17769
15085	22	70832
19879	23	71437
30535	25	30534
63906	28	92335
30616	25	30615
41798	3	33755
38231	28	92345
27210	9	63717
95020	31	681
56389	10	65608
2059	0	2060
2190	5	52099
18292	1	14169
1022	5	52619
24058	10	65511
16182	1	8075
31019	22	70908
65411	22	70865
27235	24	89756
9001	30	31883
17433	24	78827
11599	36	27712
25443	10	65545
64651	9	63717
2717	7	21934
57342	7	59799
4107	15	35069
14225	15	14420
59052	10	65608
50153	9	63717
60975	28	92336
29215	1	8525
13000	7	23137
5024	15	15963
13077	15	24814
34474	3	18834
44651	3	35570
15267	10	65567
26512	1	19498
10666	15	68102
51694	31	42594
46794	28	92337
98365	36	20460
8081	5	52643
44199	3	3922
63427	8	1454
21726	4	46496
28801	1	28802
65183	22	70848
6014	25	23509
27082	3	13539
32320	12	66754
11934	7	22981
50318	23	71434
13177	7	59764
11183	7	51814
10762	7	47941
29782	10	65614
51835	22	70861
38033	3	38034
13347	36	41698
34344	7	63413
58958	7	20231
14866	24	75546
48952	10	65548
11566	7	55378
8417	0	1759
1221	25	16872
15305	4	46496
3523	7	61239
48230	24	86867
22000	36	40424
55853	7	14224
24091	1	14172
29780	24	90857
18615	25	18614
15838	3	425
25044	28	92341
13501	25	17997
12929	36	18919
20992	1	10697
25187	22	70861
63422	8	7601
2896	25	35860
15285	3	3424
4763	26	92149
996	0	997
24672	27	92178
39310	3	18906
13398	29	94215
65438	27	92178
11279	0	11280
50209	4	46496
22992	1	13456
48144	9	63717
9527	19	54475
43861	3	4780
55511	35	66592
24378	28	92351
62331	7	30529
22557	1	5770
2508	7	19894
53799	7	25903
71087	27	92178
11141	25	26174
12822	35	102949
292	0	293
34622	3	6230
29675	27	92178
18209	25	21940
53106	35	107016
35653	3	6452
3274	7	61261
22178	3	46408
47009	4	46496
19632	22	70854
63423	8	6732
48694	4	46496
44929	15	24360
94964	31	11760
17979	28	92335
70994	28	92337
52680	33	66748
56022	7	20143
24069	28	92346
107102	36	23079
23286	3	16266
25028	24	73203
8979	0	8980
16732	36	17850
23088	1	19325
26309	28	92337
9548	34	103868
20120	28	92341
94271	31	12036
44087	3	34240
30115	6	26505
16390	28	92341
33829	15	20556
94220	31	1174
15813	3	1101
65128	27	92178
33343	3	31962
20523	7	23889
3697	7	42851
19582	23	71510
4830	7	55874
42737	3	9593
18523	10	65556
65240	24	88290
26590	19	38035
17066	24	89233
48340	4	46496
27262	24	91193
23397	9	63717
54734	24	78030
17027	25	21307
13474	15	28905
39554	3	39555
96375	34	104123
20103	3	9432
4315	25	29901
39131	24	75356
23989	10	65516
4485	15	45164
24418	10	65512
65420	9	63717
36052	28	92338
27256	34	104165
14628	3	14629
39369	24	87774
19632	28	92336
50621	24	85340
5290	0	5291
20984	10	65535
20297	10	65567
65464	22	70829
17520	28	92336
21516	28	92345
32292	15	32518
14769	24	86122
19979	3	29447
92651	31	3493
55693	7	27959
7216	0	7217
35583	3	6786
12840	32	63423
31867	33	103156
29125	10	65512
38625	3	6927
21240	9	63717
9679	0	462
15128	25	23880
3011	25	25400
65759	10	65543
50355	23	71821
21189	28	92347
8039	36	42832
51053	28	92341
24696	10	65572
32116	15	19549
4948	15	43794
54045	28	92334
23854	1	19910
32366	15	68551
19028	10	65517
20046	24	91592
43890	29	93382
32339	15	40405
387	7	58642
19898	10	65592
64984	27	92178
16443	30	69483
35267	3	35268
14507	25	61888
43507	6	36838
31407	1	20612
22751	27	92178
10495	5	52708
6760	7	17879
21683	28	92336
46558	24	86424
65056	27	92178
32184	36	68616
61483	7	16667
32456	15	46229
25723	1	25724
64127	9	63717
14181	15	21198
16410	25	24964
56490	35	106460
21453	7	39922
10656	32	63414
9704	35	106449
4240	15	23589
34574	27	92178
49540	28	92339
51822	28	92336
54708	7	15139
47579	24	89505
51402	27	92180
2861	35	69071
27763	10	65572
18901	27	92180
24587	1	3676
47094	4	46496
11296	7	17496
24999	3	12450
16929	1	16930
44904	10	65604
4048	7	23892
51269	22	70902
8714	15	41291
56488	7	51795
1150	25	27597
16313	10	65527
16974	28	92337
45794	27	31862
7349	7	27187
47676	24	87222
93761	31	5791
11606	30	69213
14595	15	26906
6344	7	24814
51967	28	92335
17168	1	14462
22120	3	40277
12687	7	17171
34847	3	17223
36657	3	33553
60768	10	65534
27106	24	73310
63591	8	12897
26041	24	84820
59540	7	29296
30091	19	17112
9222	34	105653
26328	10	65816
9402	7	26687
31049	3	6889
6883	36	107816
61326	9	63717
14841	1	14842
26884	4	46496
10773	0	10774
10560	25	28615
78235	24	78236
15458	9	63717
14655	10	65521
50562	22	70832
10077	7	58924
24393	1	3011
50588	27	92178
24570	1	563
18764	4	46496
33889	15	33888
28913	1	28914
39688	3	34567
37218	3	33494
57117	7	29937
44267	3	5635
298	7	56443
17588	1	17589
18139	28	92335
29163	28	92338
37364	15	37363
16662	1	16000
28866	1	7574
27196	1	25279
59714	24	73670
24108	1	21523
47818	24	83294
23205	10	65662
19235	1	10545
62334	7	14745
41492	28	92336
22917	28	92335
4834	15	37578
50022	10	65554
11808	29	94238
44550	3	3671
28868	3	28105
26298	24	86495
14913	25	41700
42888	3	2444
41504	3	33628
4070	15	22584
10820	36	107508
3691	15	24818
47248	28	92344
37607	24	84370
10159	25	19670
230	0	231
68466	15	30600
13595	3	1109
599	7	35917
20692	25	70932
51900	24	79144
57037	7	41919
17003	4	46496
31801	10	65514
19355	4	46496
30216	1	29081
7666	18	3424
6898	7	16619
23039	4	47124
40039	3	1935
62851	28	92335
8943	0	8944
15700	3	34164
28186	9	63725
6267	7	17452
19890	27	92178
5156	18	8948
48186	10	65572
64230	9	63717
6513	15	39927
27430	27	92178
10308	25	28836
51832	9	63717
37162	3	32184
46814	6	22780
14131	1	14132
18559	4	46496
40295	3	6790
60768	24	73089
33809	3	32366
16653	10	65583
64768	22	70836
33078	3	32416
9484	7	14683
15159	25	37083
2884	7	17444
41896	15	20331
14853	3	22963
1407	7	57277
50655	22	70850
10842	36	47812
8590	35	69105
16408	25	24783
46353	10	65524
36202	3	36203
28843	27	92180
30845	3	30846
17197	25	19676
29871	24	91048
13405	1	13406
54350	9	63717
15421	25	16399
32856	15	38134
19916	24	81296
10864	7	55251
58355	9	63717
27368	28	92348
41713	3	13161
1450	25	24470
26995	1	26996
2652	24	87612
1644	36	21059
29218	23	71512
14824	10	65521
24526	22	70810
6280	0	6281
7722	0	7723
2005	25	31272
32417	15	31790
14225	32	102908
64597	9	63783
563	15	29911
67855	15	20075
33653	3	2758
7499	34	104048
44644	35	105896
3761	35	106879
35050	3	32026
7148	7	31658
51268	24	74223
19179	1	19180
58645	10	65543
55862	7	46730
61361	33	103344
25339	3	1874
46179	4	46496
64677	27	92178
65378	27	92178
57017	7	37793
71261	22	71262
11976	0	11977
58584	24	78675
48757	28	92336
20963	15	49039
50877	22	70823
31700	10	65558
34416	4	46505
32366	15	40921
46862	10	65539
30891	10	65604
22181	1	46
43890	29	94716
22077	25	22076
30069	1	1967
64771	10	65525
25403	3	35977
5390	7	26751
69452	18	11758
3570	25	15138
36692	10	65559
50227	10	65535
17028	23	71443
51531	4	36653
25036	27	92178
42238	3	32090
32112	12	66777
31877	5	51983
20378	4	46508
240	7	15182
16288	22	70871
24327	23	71437
20124	10	65592
8733	36	21571
27289	36	27288
30768	22	70815
46425	3	32292
15027	9	63717
7913	15	44764
26785	3	2313
26855	1	26856
33800	15	38505
46421	3	7897
22879	1	21070
5679	28	92332
10014	25	14041
15649	10	65573
7379	35	106323
3606	7	49024
49206	24	76783
13070	15	36151
56596	10	65565
35270	12	66613
799	7	51637
24121	27	92178
50972	22	70889
28312	6	13747
50670	10	65513
57775	10	65524
41910	9	63717
9756	24	82433
32350	15	13695
20073	4	46496
7049	7	49657
28157	24	91159
63570	8	31423
42248	3	1530
19220	1	375
24215	3	41034
42263	3	32034
30217	1	884
1241	7	21126
32978	15	38176
44290	15	44289
13461	15	38702
24279	10	65665
64499	27	92178
46365	29	92368
8956	25	27613
16333	25	24246
21283	4	46506
17125	1	17126
7345	7	18620
29398	1	13657
22925	28	92337
20288	3	20289
17773	28	92341
14871	24	77474
20839	24	91643
